Order ID,Order Date,Dispatch Date,Delivery Date,Seller ID,Product Category,Price,Quantity,Warehouse Zone,Customer Rating,Review Text,Sentiment Score,Return Flag,Complaint Code,Delivery Method,Customer Region
O00685,4/24/2025,4/26/2025,5/4/2025,S005,Groceries,178.86,2,Accra,2,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Greater Accra
O00686,4/25/2025,4/29/2025,5/1/2025,S028,Groceries,174.45,4,Accra,2,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,South West
O00687,4/9/2025,4/9/2025,4/9/2025,S050,Health,338.82,1,Kano,3,Low quality. Would not recommend at all.,0,No,No Complaint,Express,South West
O00688,4/8/2025,4/11/2025,4/12/2025,S010,Groceries,89.89,4,Lagos,1,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,Ashanti
O00689,6/8/2025,6/9/2025,6/9/2025,S037,Groceries,70.95,2,Accra,5,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Greater Accra
O00690,5/30/2025,6/1/2025,6/3/2025,S016,Health,224.45,4,Kumasi,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,South East
O00691,5/18/2025,5/20/2025,5/24/2025,S007,Home & Living,271.8,4,Accra,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,North Central
O00692,6/1/2025,6/5/2025,6/7/2025,S002,Electronics,362.04,2,Lagos,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,Greater Accra
O00693,6/16/2025,6/17/2025,6/25/2025,S022,Groceries,121.1,3,Kumasi,2,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,South West
O00694,5/26/2025,5/28/2025,6/5/2025,S028,Home & Living,152.12,4,Kumasi,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,South East
O00695,6/10/2025,6/12/2025,6/13/2025,S001,Electronics,132.73,4,Accra,5,Superb service and product. Will buy again.,1,No,No Complaint,Standard,Ashanti
O00696,5/17/2025,5/20/2025,5/27/2025,S027,Groceries,453.98,2,Accra,1,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,South East
O00697,4/26/2025,4/30/2025,4/30/2025,S008,Toys,150.94,3,Kumasi,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,Ashanti
O00698,4/11/2025,4/15/2025,4/20/2025,S048,Electronics,220.96,,Accra,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,South West
O00699,6/9/2025,6/9/2025,6/11/2025,S033,Home & Living,184.37,2,Accra,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,North Central
O00700,5/19/2025,5/22/2025,5/22/2025,S017,Health,45.33,2,Lagos,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,Greater Accra
O00701,5/18/2025,5/20/2025,5/25/2025,S009,Home & Living,339.02,3,Kumasi,4,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,South West
O00702,4/29/2025,4/30/2025,5/9/2025,S019,Groceries,495.28,4,Kumasi,5,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,Greater Accra
O00703,5/11/2025,5/15/2025,5/24/2025,S031,Toys,15.63,2,Kumasi,2,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,North Central
O00704,5/3/2025,5/3/2025,5/7/2025,S022,Fashion,65.52,2,Accra,2,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Greater Accra
O00705,6/23/2025,6/26/2025,7/2/2025,S032,Toys,110.18,1,Kumasi,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,South East
O00706,5/10/2025,5/12/2025,5/13/2025,S018,Home & Living,110.61,1,Kano,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,Greater Accra
O00707,4/30/2025,5/1/2025,5/7/2025,S021,Toys,331.81,2,Lagos,1,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,Yes,Broken Item,Pickup,Volta
O00708,5/24/2025,5/24/2025,5/29/2025,S011,Fashion,476.2,3,Lagos,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,South West
O00709,5/26/2025,5/27/2025,5/31/2025,S030,Groceries,234.43,3,Lagos,1,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Ashanti
O00710,4/10/2025,4/10/2025,4/10/2025,S033,Home & Living,132.94,2,Kumasi,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West
O00711,6/19/2025,6/22/2025,6/23/2025,S047,Health,295.94,3,Kano,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Volta
O00712,6/23/2025,6/23/2025,7/2/2025,S041,Groceries,473.9,2,Accra,4,Low quality. Would not recommend at all.,0,No,No Complaint,Express,North Central
O00713,6/14/2025,6/18/2025,6/25/2025,S021,Fashion,114.41,3,Kano,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,Volta
O00714,4/8/2025,4/12/2025,4/12/2025,S043,Groceries,353.56,1,Kumasi,1,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Greater Accra
O00715,4/22/2025,4/24/2025,4/24/2025,S037,Health,134.02,4,Kano,3,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,North Central
O00716,6/24/2025,6/25/2025,6/30/2025,S038,Electronics,365.61,2,Kumasi,5,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,South West
O00717,5/25/2025,5/27/2025,6/1/2025,S006,Health,59.93,2,Kumasi,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,North Central
O00718,6/15/2025,6/15/2025,6/18/2025,S049,Fashion,446.13,1,Kano,3,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,Greater Accra
O00719,5/19/2025,5/21/2025,5/28/2025,S010,Health,364.49,2,Accra,3,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,North Central
O00720,6/11/2025,6/12/2025,6/13/2025,S007,Toys,277.97,1,Accra,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,South East
O00721,5/2/2025,5/6/2025,5/12/2025,S006,Electronics,54.78,,Kumasi,1,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,South East
O00722,5/25/2025,5/25/2025,5/29/2025,S028,Groceries,24.46,1,Accra,1,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,South East
O00723,5/27/2025,5/29/2025,6/7/2025,S042,Electronics,183.88,2,Kano,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,Ashanti
O00724,6/11/2025,6/12/2025,6/13/2025,S032,Electronics,301.45,2,Accra,5,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Volta
O00725,5/29/2025,6/2/2025,6/9/2025,S031,Health,413.26,3,Accra,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,South West
O00726,6/2/2025,6/4/2025,6/11/2025,S006,Electronics,312.22,1,Kano,1,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,North Central
O00727,6/8/2025,6/10/2025,6/18/2025,S005,Fashion,461.18,2,Lagos,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South East
O00728,5/20/2025,5/24/2025,6/1/2025,S035,Health,433.94,1,Lagos,1,Superb service and product. Will buy again.,1,No,No Complaint,Express,South East
O00729,5/6/2025,5/8/2025,5/13/2025,S020,Home & Living,211.56,2,Accra,3,Item arrived in perfect condition and works well.,1,No,No Complaint,Standard,Volta
O00730,5/14/2025,5/16/2025,5/20/2025,S034,Groceries,226.85,4,Lagos,4,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,Ashanti
O00731,4/24/2025,4/26/2025,5/5/2025,S023,Groceries,215.5,3,Kano,1,Item arrived in perfect condition and works well.,1,No,No Complaint,Standard,Greater Accra
O00732,5/4/2025,5/6/2025,5/11/2025,S048,Health,256.29,1,Lagos,1,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,South West
O00733,5/23/2025,5/24/2025,6/1/2025,S010,Health,147.71,3,Accra,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,South East
O00734,4/9/2025,4/13/2025,4/17/2025,S046,Electronics,88.15,,Lagos,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,South East
O00735,4/27/2025,4/29/2025,5/2/2025,S034,Home & Living,471.84,,Kumasi,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,North Central
O00736,4/8/2025,4/11/2025,4/18/2025,S034,Electronics,404.86,,Lagos,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Pickup,Ashanti
O00737,6/16/2025,6/17/2025,6/20/2025,S035,Electronics,134.89,1,Kano,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,North Central
O00738,4/8/2025,4/12/2025,4/15/2025,S041,Toys,415.78,2,Accra,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,North Central
O00739,5/14/2025,5/14/2025,5/14/2025,S049,Health,193.02,2,Kano,2,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,South East
O00740,6/10/2025,6/10/2025,6/15/2025,S005,Electronics,281.15,3,Kumasi,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,South East
O00741,4/24/2025,4/26/2025,5/4/2025,S030,Groceries,443.34,4,Accra,1,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South East
O00742,5/2/2025,5/6/2025,5/9/2025,S016,Home & Living,235,3,Accra,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,Volta
O00743,5/24/2025,5/28/2025,5/29/2025,S034,Toys,67.6,1,Lagos,4,Superb service and product. Will buy again.,1,No,No Complaint,Standard,Volta
O00744,5/13/2025,5/13/2025,5/13/2025,S018,Toys,396.82,2,Accra,3,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,Ashanti
O00745,5/21/2025,5/22/2025,5/31/2025,S005,Electronics,368.88,3,Kano,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West
O00746,6/19/2025,6/19/2025,6/28/2025,S005,Health,295.25,2,Kano,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,Ashanti
O00747,4/27/2025,4/29/2025,5/4/2025,S012,Groceries,130.22,3,Kumasi,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,South West
O00748,4/12/2025,4/14/2025,4/22/2025,S042,Fashion,480.33,4,Accra,3,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,South West
O00749,6/22/2025,6/24/2025,7/3/2025,S011,Toys,220.18,3,Kano,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,North Central
O00750,5/20/2025,5/21/2025,5/22/2025,S024,Home & Living,379.26,1,Kano,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Ashanti
O00751,4/15/2025,4/19/2025,4/19/2025,S005,Toys,436.56,2,Lagos,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,Volta
O00752,5/5/2025,5/6/2025,5/6/2025,S001,Health,467.23,3,Lagos,3,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,North Central
O00753,4/28/2025,4/30/2025,5/6/2025,S009,Health,202.01,1,Accra,4,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,Greater Accra
O00754,5/4/2025,5/4/2025,5/4/2025,S040,Home & Living,476.21,1,Kano,5,Superb service and product. Will buy again.,1,No,No Complaint,Standard,South East
O00755,5/10/2025,5/14/2025,5/18/2025,S014,Health,339.89,3,Lagos,3,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,South West
O00756,4/19/2025,4/19/2025,4/24/2025,S002,Toys,360.17,4,Kumasi,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South West
O00757,6/9/2025,6/13/2025,6/21/2025,S010,Home & Living,272.47,1,Kano,5,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,Ashanti
O00758,6/7/2025,6/9/2025,6/14/2025,S030,Electronics,109.68,4,Lagos,4,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,Greater Accra
O00759,4/13/2025,4/15/2025,4/16/2025,S032,Toys,231.13,3,Accra,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,North Central
O00760,5/10/2025,5/14/2025,5/22/2025,S021,Home & Living,247.33,3,Kano,5,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,South East
O00761,6/12/2025,6/13/2025,6/20/2025,S024,Toys,,4,Lagos,5,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,North Central
O00762,4/11/2025,4/14/2025,4/17/2025,S034,Groceries,,1,Kano,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,Volta
O00763,5/27/2025,5/31/2025,6/5/2025,S026,Electronics,,2,Accra,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,Ashanti
O00764,6/15/2025,6/16/2025,6/18/2025,S030,Home & Living,498.62,3,Kano,3,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South East
O00765,5/9/2025,5/11/2025,5/17/2025,S024,Toys,181.76,4,Kano,3,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,North Central
O00766,6/12/2025,6/14/2025,6/23/2025,S002,Toys,237.48,4,Kano,3,Superb service and product. Will buy again.,1,No,No Complaint,Express,Greater Accra
O00767,6/4/2025,6/6/2025,6/7/2025,S002,Electronics,465.35,2,Kano,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,Ashanti
O00768,5/23/2025,5/26/2025,5/27/2025,S012,Electronics,247.15,4,Kano,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,Volta
O00769,5/21/2025,5/24/2025,5/31/2025,S005,Home & Living,278.73,1,Kano,3,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,Ashanti
O00770,4/29/2025,5/3/2025,5/9/2025,S005,Groceries,278.54,4,Accra,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,South East
O00771,6/8/2025,6/12/2025,6/14/2025,S045,Groceries,381.67,3,Kano,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,South West
O00772,4/16/2025,4/19/2025,4/27/2025,S040,Groceries,373.7,3,Lagos,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Volta
O00773,4/7/2025,4/7/2025,4/13/2025,S044,Groceries,201.47,2,Accra,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,Greater Accra
O00774,6/25/2025,6/28/2025,7/7/2025,S049,Toys,222.25,2,Kano,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,Volta
O00775,5/13/2025,5/16/2025,5/25/2025,S005,Health,319.87,2,Kano,3,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Volta
O00776,5/26/2025,5/28/2025,6/5/2025,S017,Health,359.26,4,Lagos,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Greater Accra
O00777,4/22/2025,4/25/2025,5/4/2025,S041,Health,115.31,2,Kumasi,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,Greater Accra
O00778,5/19/2025,5/20/2025,5/21/2025,S034,Health,102.08,1,Kano,2,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Volta
O00779,4/10/2025,4/10/2025,4/15/2025,S023,Groceries,230.88,2,Lagos,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,North Central
O00780,5/22/2025,5/26/2025,5/26/2025,S022,Electronics,322.01,3,Kumasi,4,Low quality. Would not recommend at all.,0,No,No Complaint,Standard,North Central
O00781,6/14/2025,6/15/2025,6/18/2025,S035,Groceries,414.7,1,Accra,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Volta
O00782,4/7/2025,4/10/2025,4/16/2025,S032,Electronics,40.94,1,Accra,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Greater Accra
O00783,6/19/2025,6/23/2025,6/26/2025,S029,Home & Living,395.49,2,Kumasi,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,South West
O00784,5/14/2025,5/18/2025,5/23/2025,S019,Toys,221.85,1,Accra,1,Superb service and product. Will buy again.,1,No,No Complaint,Express,North Central
O00785,6/17/2025,6/20/2025,6/27/2025,S012,Home & Living,129.26,1,Kumasi,5,Superb service and product. Will buy again.,1,No,No Complaint,Express,Volta
O00786,5/15/2025,5/17/2025,5/24/2025,S030,Health,394.05,1,Kano,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,North Central
O00787,5/25/2025,5/29/2025,6/3/2025,S012,Fashion,451.47,4,Accra,1,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,South East
O00788,4/23/2025,4/25/2025,4/28/2025,S014,Fashion,408.23,1,Kumasi,5,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South East
O00789,6/13/2025,6/17/2025,6/26/2025,S023,Home & Living,467.45,3,Kano,1,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South East
O00790,6/2/2025,6/6/2025,6/6/2025,S029,Health,289.87,4,Kumasi,5,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,Volta
O00791,4/18/2025,4/20/2025,4/25/2025,S025,Groceries,446.94,1,Kano,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,South East
O00792,4/18/2025,4/22/2025,4/24/2025,S048,Electronics,163.26,4,Kano,1,Very disappointed. Not what was shown online.,-0.975,Yes,Broken Item,Standard,Volta
O00793,4/19/2025,4/22/2025,4/28/2025,S007,Home & Living,459.14,1,Lagos,5,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,Volta
O00794,6/15/2025,6/17/2025,6/21/2025,S023,Toys,313.57,3,Kano,5,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South West
O00795,5/10/2025,5/13/2025,5/15/2025,S048,Health,297.6,1,Lagos,3,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South East
O00796,6/15/2025,6/15/2025,6/18/2025,S043,Home & Living,356.62,3,Lagos,4,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,Greater Accra
O00797,6/15/2025,6/16/2025,6/22/2025,S021,Fashion,435.52,3,Accra,4,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,Ashanti
O00798,5/3/2025,5/5/2025,5/9/2025,S049,Groceries,320.21,1,Accra,5,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,North Central
O00799,4/11/2025,4/12/2025,4/15/2025,S007,Home & Living,328.26,1,Kumasi,5,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,South West
O00800,5/9/2025,5/11/2025,5/12/2025,S049,Electronics,256.96,4,Lagos,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,South West
O00801,4/21/2025,4/23/2025,4/27/2025,S030,Home & Living,433.18,4,Kano,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Ashanti
O00802,5/6/2025,5/6/2025,5/14/2025,S021,Groceries,36.65,3,Kano,1,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,South East
O00803,5/7/2025,5/10/2025,5/10/2025,S040,Fashion,376.42,3,Kumasi,2,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,Volta
O00804,5/4/2025,5/4/2025,5/5/2025,S035,Groceries,233.03,3,Accra,1,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,Ashanti
O00805,5/14/2025,5/17/2025,5/24/2025,S036,Toys,308.75,3,Kano,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,South West
O00806,5/13/2025,5/16/2025,5/23/2025,S036,Toys,480.85,3,Lagos,5,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,Ashanti
O00807,5/1/2025,5/5/2025,5/5/2025,S020,Fashion,441.99,2,Kano,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West
O00808,4/13/2025,4/15/2025,4/22/2025,S028,Toys,461.44,2,Lagos,1,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,Greater Accra
O00809,5/25/2025,5/26/2025,5/26/2025,S031,Toys,354.29,1,Lagos,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,South West
O00810,4/26/2025,4/28/2025,5/4/2025,S030,Toys,441.68,4,Kano,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South West
O00811,6/9/2025,6/11/2025,6/15/2025,S027,Fashion,488.33,4,Lagos,5,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South East
O00812,5/13/2025,5/15/2025,5/17/2025,S026,Groceries,443.45,1,Kano,1,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,South West
O00813,5/23/2025,5/23/2025,5/30/2025,S048,Health,315.09,3,Lagos,5,Item arrived in perfect condition and works well.,1,No,No Complaint,Pickup,Greater Accra
O00814,4/23/2025,4/26/2025,5/2/2025,S010,Fashion,390.2,2,Lagos,3,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,North Central
O00815,4/7/2025,4/8/2025,4/10/2025,S044,Home & Living,204.02,1,Accra,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Volta
O00816,6/18/2025,6/21/2025,6/30/2025,S021,Groceries,396.81,3,Kano,3,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,South East
O00817,4/10/2025,4/11/2025,4/14/2025,S005,Health,239.86,2,Lagos,3,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,North Central
O00818,6/4/2025,6/4/2025,6/11/2025,S025,Electronics,269.64,1,Kano,2,"Absolutely love this product, great value for money.",0.65,Yes,Wrong Color,Express,South West
O00819,6/21/2025,6/25/2025,7/2/2025,S033,Health,86.23,3,Lagos,2,Low quality. Would not recommend at all.,0,No,No Complaint,Pickup,Ashanti
O00820,4/20/2025,4/24/2025,4/27/2025,S047,Groceries,184.11,1,Lagos,3,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Express,South East
O00821,5/30/2025,5/31/2025,6/5/2025,S017,Fashion,406.42,3,Kano,5,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Greater Accra
O00822,5/13/2025,5/14/2025,5/20/2025,S041,Home & Living,85.91,3,Accra,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,North Central
O00823,6/8/2025,6/12/2025,6/17/2025,S033,Health,312.44,2,Accra,4,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,Volta
O00824,5/26/2025,5/28/2025,6/3/2025,S020,Electronics,158.78,4,Kumasi,1,Arrived late and the item looks used.,-0.3,No,No Complaint,Express,Greater Accra
O00825,6/17/2025,6/18/2025,6/22/2025,S014,Electronics,160.17,1,Accra,3,"Just received it, will see how it performs over time.",0,No,No Complaint,Pickup,Volta
O00826,4/23/2025,4/23/2025,4/24/2025,S028,Health,234.63,1,Kano,4,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,North Central
O00827,4/20/2025,4/21/2025,4/27/2025,S014,Fashion,390.75,3,Lagos,5,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,South West
O00828,5/9/2025,5/12/2025,5/21/2025,S048,Home & Living,494.83,1,Accra,2,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,Volta
O00829,5/17/2025,5/20/2025,5/25/2025,S012,Fashion,373.4,3,Lagos,5,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,South East
O00830,6/21/2025,6/22/2025,6/28/2025,S022,Fashion,187.09,3,Lagos,4,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Volta
O00831,6/8/2025,6/12/2025,6/12/2025,S013,Health,213.91,4,Lagos,5,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,North Central
O00832,6/17/2025,6/17/2025,6/26/2025,S003,Toys,259.97,1,Kano,5,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,South West
O00833,5/9/2025,5/9/2025,5/14/2025,S025,Toys,207.36,4,Lagos,2,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,North Central
O00834,6/22/2025,6/25/2025,6/27/2025,S035,Groceries,91,3,Lagos,2,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Greater Accra
O00835,5/7/2025,5/7/2025,5/12/2025,S005,Fashion,150,1,Accra,3,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,Volta
O00836,5/26/2025,5/28/2025,5/28/2025,S048,Fashion,400.89,3,Lagos,4,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Ashanti
O00837,6/2/2025,6/5/2025,6/13/2025,S045,Toys,290.88,1,Kumasi,1,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,Ashanti
O00838,4/25/2025,4/28/2025,5/7/2025,S011,Electronics,264.84,4,Kano,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,Volta
O00839,4/13/2025,4/13/2025,4/18/2025,S029,Fashion,317.39,1,Kumasi,3,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Ashanti
O00840,4/25/2025,4/25/2025,5/2/2025,S041,Groceries,,1,Kano,4,Superb service and product. Will buy again.,1,No,No Complaint,Standard,Greater Accra
O00841,4/22/2025,4/24/2025,5/3/2025,S033,Toys,,1,Kano,4,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,North Central
O00842,6/12/2025,6/12/2025,6/20/2025,S036,Groceries,,1,Kano,4,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,South East
O00843,5/21/2025,5/22/2025,5/22/2025,S003,Electronics,311.47,2,Accra,4,Superb service and product. Will buy again.,1,No,No Complaint,Pickup,Ashanti
O00844,6/9/2025,6/13/2025,6/14/2025,S025,Toys,468.23,2,Lagos,2,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,Yes,Broken Item,Express,South East
O00845,6/5/2025,6/5/2025,6/12/2025,S015,Electronics,110.18,3,Lagos,3,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South West
O00846,4/10/2025,4/11/2025,4/15/2025,S005,Toys,338.32,4,Kano,1,Fake product and horrible packaging.,-0.75,Yes,No Complaint,Pickup,South East
O00847,5/14/2025,5/14/2025,5/19/2025,S028,Electronics,280.07,4,Kano,5,Item arrived in perfect condition and works well.,1,No,No Complaint,Express,South East
O00848,5/3/2025,5/4/2025,5/12/2025,S042,Electronics,400.04,3,Lagos,3,"Just received it, will see how it performs over time.",0,No,No Complaint,Express,Ashanti
O00849,6/14/2025,6/14/2025,6/22/2025,S006,Electronics,238.18,1,Accra,2,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,South East
O00850,6/15/2025,6/16/2025,6/18/2025,S044,Groceries,350.86,3,Accra,4,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,Ashanti
O00851,6/1/2025,6/1/2025,6/10/2025,S038,Fashion,71.49,1,Accra,4,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,South East
O00852,5/19/2025,5/20/2025,5/25/2025,S046,Groceries,287.23,3,Accra,1,Low quality. Would not recommend at all.,0,No,No Complaint,Express,South West
O00853,6/6/2025,6/6/2025,6/8/2025,S018,Home & Living,267.12,1,Kumasi,3,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,South East
O00854,5/9/2025,5/11/2025,5/12/2025,S027,Home & Living,153.33,1,Accra,4,"Just received it, will see how it performs over time.",0,No,No Complaint,Standard,South East
